Filename,Duration,File Size,Creation Date,Original Path
question_84.mp3,0:13,262.47 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_84.mp3
question_47.mp3,0:13,268.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_47.mp3
question_53.mp3,0:11,227.31 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_53.mp3
question_166.mp3,0:12,254.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_166.mp3
question_172.mp3,0:13,268.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_172.mp3
question_173.mp3,0:12,240.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_173.mp3
question_52.mp3,0:15,295.28 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_52.mp3
question_46.mp3,0:12,254.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_46.mp3
question_91.mp3,0:11,222.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_91.mp3
question_85.mp3,0:11,220.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_85.mp3
question_93.mp3,0:11,236.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_93.mp3
question_87.mp3,0:14,276.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_87.mp3
question_50.mp3,0:13,268.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_50.mp3
question_44.mp3,0:15,302.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_44.mp3
question_78.mp3,0:11,227.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_78.mp3
question_159.mp3,0:13,268.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_159.mp3
question_171.mp3,0:12,239.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_171.mp3
question_165.mp3,0:13,259.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_165.mp3
question_164.mp3,0:13,270.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_164.mp3
question_170.mp3,0:12,251.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_170.mp3
question_158.mp3,0:12,239.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_158.mp3
question_79.mp3,0:10,214.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_79.mp3
question_45.mp3,0:14,287.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_45.mp3
question_51.mp3,0:12,250.28 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_51.mp3
question_86.mp3,0:11,235.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_86.mp3
question_96.mp3,0:12,247.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_96.mp3
question_82.mp3,0:12,241.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_82.mp3
question_55.mp3,0:11,231.06 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_55.mp3
question_174.mp3,0:13,264.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_174.mp3
question_160.mp3,0:12,239.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_160.mp3
question_148.mp3,0:13,275.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_148.mp3
question_149.mp3,0:10,217.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_149.mp3
question_161.mp3,0:13,263.87 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_161.mp3
question_175.mp3,0:13,258.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_175.mp3
question_54.mp3,0:12,246.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_54.mp3
question_83.mp3,0:12,244.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_83.mp3
question_97.mp3,0:14,286.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_97.mp3
question_81.mp3,0:11,226.37 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_81.mp3
question_95.mp3,0:11,221.69 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_95.mp3
question_42.mp3,0:14,284.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_42.mp3
question_56.mp3,0:12,239.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_56.mp3
question_163.mp3,0:10,207.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_163.mp3
question_177.mp3,0:13,258.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_177.mp3
question_162.mp3,0:13,256.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_162.mp3
question_57.mp3,0:12,255.90 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_57.mp3
question_18.mp3,0:15,295.28 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_18.mp3
question_139.mp3,0:13,273.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_139.mp3
question_111.mp3,0:14,279.34 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_111.mp3
question_110.mp3,0:15,302.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_110.mp3
question_104.mp3,0:13,264.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_104.mp3
question_19.mp3,0:10,214.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_19.mp3
question_31.mp3,0:11,222.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_31.mp3
question_25.mp3,0:13,260.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_25.mp3
question_33.mp3,0:14,277.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_33.mp3
question_27.mp3,0:11,220.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_27.mp3
question_112.mp3,0:12,254.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_112.mp3
question_106.mp3,0:14,279.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_106.mp3
question_1.mp3,0:15,298.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_1.mp3
question_107.mp3,0:14,277.47 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_107.mp3
question_113.mp3,0:12,247.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_113.mp3
question_26.mp3,0:13,266.69 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_26.mp3
question_32.mp3,0:15,295.28 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_32.mp3
question_36.mp3,0:13,271.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_36.mp3
question_22.mp3,0:12,247.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_22.mp3
question_5.mp3,0:14,286.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_5.mp3
question_4.mp3,0:15,301.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_4.mp3
question_102.mp3,0:12,254.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_102.mp3
question_116.mp3,0:12,237.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_116.mp3
question_23.mp3,0:12,246.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_23.mp3
question_37.mp3,0:14,277.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_37.mp3
question_21.mp3,0:14,278.87 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_21.mp3
question_114.mp3,0:14,287.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_114.mp3
question_128.mp3,0:13,265.28 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_128.mp3
question_6.mp3,0:12,253.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_6.mp3
question_7.mp3,0:12,247.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_7.mp3
question_129.mp3,0:11,220.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_129.mp3
question_101.mp3,0:11,229.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_101.mp3
question_34.mp3,0:12,254.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_34.mp3
question_20.mp3,0:14,277.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_20.mp3
question_11.mp3,0:11,225.90 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_11.mp3
question_118.mp3,0:14,279.34 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_118.mp3
question_124.mp3,0:13,264.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_124.mp3
question_38.mp3,0:12,238.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_38.mp3
question_10.mp3,0:13,264.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_10.mp3
question_12.mp3,0:14,284.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_12.mp3
question_133.mp3,0:10,211.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_133.mp3
question_9.mp3,0:15,296.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_9.mp3
question_8.mp3,0:14,292.47 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_8.mp3
question_126.mp3,0:14,284.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_126.mp3
question_132.mp3,0:12,242.31 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_132.mp3
question_13.mp3,0:14,284.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_13.mp3
question_17.mp3,0:13,275.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_17.mp3
question_122.mp3,0:14,291.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_122.mp3
question_123.mp3,0:15,296.69 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_123.mp3
question_16.mp3,0:14,286.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_16.mp3
question_28.mp3,0:13,257.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_28.mp3
question_14.mp3,0:13,266.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_14.mp3
question_121.mp3,0:11,222.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_121.mp3
question_135.mp3,0:12,244.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_135.mp3
question_108.mp3,0:14,280.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_108.mp3
question_120.mp3,0:13,258.72 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_120.mp3
question_15.mp3,0:11,221.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_15.mp3
question_29.mp3,0:13,273.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_29.mp3
question_99.mp3,0:11,221.69 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_99.mp3
question_66.mp3,0:12,249.34 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_66.mp3
question_72.mp3,0:12,239.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_72.mp3
question_147.mp3,0:10,211.37 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_147.mp3
question_153.mp3,0:12,254.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_153.mp3
question_152.mp3,0:13,259.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_152.mp3
question_146.mp3,0:11,234.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_146.mp3
question_73.mp3,0:11,229.65 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_73.mp3
question_67.mp3,0:11,225.90 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_67.mp3
question_98.mp3,0:12,252.15 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_98.mp3
question_71.mp3,0:14,284.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_71.mp3
question_65.mp3,0:11,224.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_65.mp3
question_150.mp3,0:11,229.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_150.mp3
question_145.mp3,0:12,238.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_145.mp3
question_151.mp3,0:13,269.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_151.mp3
question_70.mp3,0:13,268.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_70.mp3
question_48.mp3,0:15,298.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_48.mp3
question_60.mp3,0:12,250.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_60.mp3
question_141.mp3,0:12,242.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_141.mp3
question_169.mp3,0:13,269.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_169.mp3
question_140.mp3,0:13,262.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_140.mp3
question_75.mp3,0:11,232.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_75.mp3
question_49.mp3,0:11,227.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_49.mp3
question_63.mp3,0:12,249.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_63.mp3
question_77.mp3,0:13,263.87 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_77.mp3
question_142.mp3,0:11,233.87 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_142.mp3
question_156.mp3,0:13,268.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_156.mp3
question_157.mp3,0:12,251.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_157.mp3
question_143.mp3,0:12,242.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_143.mp3
question_76.mp3,0:12,255.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_76.mp3
question_62.mp3,0:12,253.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_62.mp3
question_89.mp3,0:11,225.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/15secQ/question_89.mp3
question_167.mp3,0:10,204.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_167.mp3
question_69.mp3,0:10,200.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_69.mp3
question_176.mp3,0:10,207.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_176.mp3
question_105.mp3,0:10,206.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_105.mp3
question_3.mp3,0:10,206.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_3.mp3
question_138.mp3,0:08,171.06 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_138.mp3
question_130.mp3,0:09,191.69 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_130.mp3
question_131.mp3,0:09,196.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_131.mp3
question_136.mp3,0:09,184.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_136.mp3
question_137.mp3,0:09,192.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_137.mp3
question_134.mp3,0:09,184.65 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_134.mp3
question_144.mp3,0:09,183.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_144.mp3
question_64.mp3,0:10,201.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_64.mp3
question_154.mp3,0:10,204.34 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_154.mp3
question_61.mp3,0:09,192.15 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/10secQ/question_61.mp3
TheLastTrain(1).mp3,2:23,2.20 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/TheLastTrain(1).mp3
LOcketofLament.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/LOcketofLament.wav
David-British.mp3,4:04,3.73 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/David-British.mp3
The Silent Retribution.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/The Silent Retribution.wav
Workshop Worries_ Who's Messing with My....mp3,2:33,2.92 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/1950/Workshop Worries_ Who's Messing with My....mp3
9sec.mp3,0:10,208.69 KB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/1950/9sec.mp3
03 - Elion born to a 2.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../03 - Elion born to a 2.wav
09 - He descended hi 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../09 - He descended hi 1.wav
04 - One twilight as 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../04 - One twilight as 1.wav
11 - Elion now a par 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../11 - Elion now a par 1.wav
05 - With each step 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../05 - With each step 1.wav
01 - Elion-s Divin 2.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../01 - Elion-s Divin 2.wav
12 - Back in Elythria 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../12 - Back in Elythria 1.wav
10 - As he embraced t 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../10 - As he embraced t 1.wav
08 - The journey was 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../08 - The journey was 1.wav
07 - Elion his voice 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../07 - Elion his voice 1.wav
06 - In the heart of 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../06 - In the heart of 1.wav
13 - And so the tape 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../13 - And so the tape 1.wav
02 - In the ethereal 2.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/Play.ht - Elion's Divine Quest_ Unveiling Secrets.../02 - In the ethereal 2.wav
Play.ht - Silent Retribution  .wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3scary/Play.ht - Silent Retribution  .wav
The Silent Retribution.mp3,2:05,2.39 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/The Silent Retribution.mp3
The Unmended.mp3,2:21,2.69 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/The Unmended.mp3
Play.ht - Workshop Worries_ Who's Messing with My....wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/txt/Play.ht - Workshop Worries_ Who's Messing with My....wav
09 - The monsters th 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/09 - The monsters th 1.wav
01 - The Unm 2.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/01 - The Unm 2.wav
03 - The sock monster 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/03 - The sock monster 1.wav
10 - The elder stand 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/10 - The elder stand 1.wav
02 - Itchy Isle once 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/02 - Itchy Isle once 1.wav
05 - An elder his t 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/05 - An elder his t 1.wav
07 - Scene 6 Image 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/07 - Scene 6 Image 1.wav
08 - The elder threa 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/08 - The elder threa 1.wav
04 - The cotton folks 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/04 - The cotton folks 1.wav
06 - For a moment th 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/audio/Play.ht - The Unmended/06 - For a moment th 1.wav
the Unseen Oberser FIN.mp3,3:16,7.50 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/the Unseen Oberser FIN.mp3
underascorchingsun.mp3,2:05,2.27 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/underascorchingsun.mp3
silent lady.mp3,2:08,4.91 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/silent lady.mp3
silent lady copy.mp3,2:08,1.24 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/silent lady copy.mp3
marrowbrook.mp3,1:52,1.08 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/mp4/marrowbrook.mp3
"Cosmic CoVe |  A song Full of Such Sorrow, those .mp3",2:26,4.47 MB,06-11-24,"/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/mp4/Cosmic CoVe |  A song Full of Such Sorrow, those .mp3"
cursedcamer.mp3,1:28,884.88 KB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/mp4/cursedcamer.mp3
krampus.mp3,0:22,519.75 KB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/mp4/krampus.mp3
Chalice of Reflection.mp3,2:19,2.67 MB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/mp4/Chalice of Reflection.mp3
1 - The Locket of La 1.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament/1/1 - The Locket of La 1.wav
4 - She dreamt of hi 2.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament/4/4 - She dreamt of hi 2.wav
3 - Young Evelyn he 3.wav,Unknown,Unknown,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament/3/3 - Young Evelyn he 3.wav
young-evelyn.mp3,0:33,653.40 KB,06-11-24,/Users/steven/Documents/spooky-chatgpt/SpookyTales/mp3/Play.ht - The Locket of Lament/3/young-evelyn.mp3
