Trend,Title/Name,IMG URL,Product URL,Keywords
9981,[A Cure For Stupid People](https://www.redbubble.com/shop/ap/36339198),"https://ih1.redbubble.net/image.725041718.9198/ssrco,classic_tee,mens,e5d6c5:f62bbf65ee,front_alt,square_product,600x600.u7.jpg",https://www.redbubble.com/shop/ap/36339198,80s 70s stupidity stupid people nostalgia vintage science joke retro steven rhodes school
9980,['Tea-Rex' Illustration](https://www.redbubble.com/shop/ap/27738658),"https://ih1.redbubble.net/image.417796928.8658/mug,standard,x334,right-pad,600x600,f8f8f8.u3.jpg",https://www.redbubble.com/shop/ap/27738658,tea rex t rex dinosaur dinosaurs cute jurassic jurassic park jurassic world dinos dino extinct tea tea is life love tea
9979,[Peace Sign and Screaming Hamster](https://www.redbubble.com/shop/ap/37367599),"https://ih1.redbubble.net/image.760400840.7599/ssrco,mhoodie,mens,fafafa:ca443f4786,front,square_product,x600-bg,f8f8f8.1.jpg",https://www.redbubble.com/shop/ap/37367599,vine chili s compilation facebook instagram it s an avocado thanks trending college university sorority fraternity greek tumblr youtube meme memes peace sign scream screaming hamster hamsters tiktok
9978,[Significant Otters - Otters Holding Hands](https://www.redbubble.com/shop/ap/13165857),"https://ih1.redbubble.net/image.91954143.5857/ssrco,racerback,womens,fafafa:ca443f4786,front,square_product,x600-bg,f8f8f8.1u4.jpg",https://www.redbubble.com/shop/ap/13165857,otters animals cute nature love significant otters otterly ferret weasel
9977,[shrek pun](https://www.redbubble.com/shop/ap/32866484),"https://ih1.redbubble.net/image.605287807.6484/st,small,507x507-pad,600x600,f8f8f8.u3.jpg",https://www.redbubble.com/shop/ap/32866484,shrek friend family summer beach movies the incredibles memes funny humor comedy dorm graduation party senior year senior babyshower dokey lord farquad achievement celebration 100 test laptop cute win imac mac book congrats award you did it you tried apology
